44,25,0,8
46,25,0,18
42,25,0,28
36,-25,7,0
34,-25,17,0
36,-25,27,0
40,25,0,3
44,25,0,13
39,-25,1,0
36,-25,11,0
38,-25,21,0
44,25,0,8
47,25,0,18
45,25,0,28
41,25,0,38
34,-25,6,0
33,-25,16,0
34,-25,26,0
36,-25,37,0
45,25,0,6
48,25,0,16
44,25,0,26
36,-25,6,0
33,-25,16,0
35,-25,26,0
39,-25,36,1
42,25,0,11
38,-25,2,0
34,-25,12,0
37,-25,22,0
35,-25,32,0
32,-25,42,0
32,-40,52,0
33,-90,62,0
46,25,0,4
51,25,0,14
51,25,0,24
51,25,0,34
40,25,0,0
34,-25,11,0
33,-25,21,0
33,-25,31,0
33,-25,41,0
35,-35,51,0
40,25,0,2
47,25,0,13
43,25,0,23
34,-25,6,0
34,-25,16,0
34,-25,26,0
34,-25,36,0
36,-25,46,0
44,25,0,6
48,25,0,16
41,25,0,26
35,-25,9,0
33,-25,19,0
33,-25,29,0
42,25,0,4
53,25,0,14
34,-25,3,0
33,-25,13,0
33,-25,23,0
34,-25,33,0
34,-25,43,0
33,-45,53,0
34,-90,63,0
34,-90,73,0
34,-90,83,0
32,-90,93,0
32,-90,103,0
33,-90,113,0
33,-90,123,0
33,-90,133,0
33,-90,143,0
34,-90,153,0
34,-90,163,0
34,-90,173,0
33,-90,183,0
33,-90,194,0
33,-90,204,0
34,-90,214,0
37,-90,224,0
51,25,0,8
50,25,0,18
53,25,0,29
50,25,0,39
51,25,0,49
42,70,0,59
33,-25,8,0
33,-25,18,0
33,-25,28,0
33,-25,38,0
34,-25,48,0
33,-70,58,0
33,-90,68,0
33,-90,78,0
43,25,0,5
52,25,0,15
52,25,0,25
48,25,0,35
40,25,0,45
33,-25,10,0
34,-25,20,0
33,-25,30,0
35,-25,40,0
33,-30,50,0
34,-80,60,0
46,25,0,5
51,25,0,15
51,25,0,25
48,25,0,35
44,25,0,45
38,-25,3,0
37,-25,13,0
39,-25,23,1
46,25,0,11
46,25,0,21
39,-25,2,0
37,-25,13,0
41,25,0,3
41,25,0,13
36,-25,9,0
35,-25,19,0
36,-25,29,0
40,25,0,2
47,25,0,12
50,25,0,22
44,25,0,32
38,-25,4,0
35,-25,14,0
40,25,0,3
42,25,0,13
36,-25,5,0
35,-25,15,0
39,-25,25,0
44,25,0,8
45,25,0,18
39,-25,1,0
35,-25,11,0
34,-25,21,0
35,-25,32,0
38,-25,42,0
43,25,0,7
45,25,0,17
40,25,0,27
35,-25,10,0
35,-25,20,0
35,-25,30,0
40,25,0,3
42,25,0,13
35,-25,7,0
35,-25,17,0
37,-25,27,0
43,25,0,5
46,25,0,15
40,25,0,25
35,-25,9,0
35,-25,19,0
36,-25,29,0
41,25,0,4
43,25,0,14
39,-25,3,0
39,-25,13,0
43,25,0,7
43,25,0,17
38,-25,4,0
37,-25,14,0
42,25,0,7
43,25,0,17
37,-25,5,0
36,-25,15,0
42,25,0,4
42,25,0,14
37,-25,7,0
36,-25,17,0
40,25,0,3
47,25,0,13
48,25,0,23
42,25,0,33
37,-25,6,0
35,-25,16,0
39,-25,26,0
46,25,0,9
45,25,0,19
39,-25,1,0
35,-25,11,0
35,-25,21,0
35,-25,31,0
40,25,0,2
49,25,0,12
50,25,0,22
47,25,0,32
42,25,0,42
35,-25,7,0
35,-25,17,0
39,-25,27,0
45,25,0,10
46,25,0,20
39,-25,1,0
35,-25,11,0
34,-25,21,0
36,-25,31,0
37,-25,42,0
43,25,0,6
41,25,0,16
